date,KOSPI200,KOSPI,KOSPI200ex
2019-02-15,283.98 ,2196.09 ,2738.94 
2019-02-16,283.98 ,2196.09 ,2738.94 
2019-02-17,283.98 ,2196.09 ,2738.94 
2019-02-18,285.90 ,2210.89 ,2750.01 
2019-02-19,284.91 ,2205.63 ,2757.34 
2019-02-20,288.40 ,2229.76 ,2761.58 
2019-02-21,288.41 ,2228.66 ,2761.59 
2019-02-22,288.74 ,2230.50 ,2759.14 
2019-02-23,288.74 ,2230.50 ,2759.14 
2019-02-24,288.74 ,2230.50 ,2759.14 
2019-02-25,289.00 ,2232.56 ,2768.88 
2019-02-26,287.89 ,2226.60 ,2775.11 
2019-02-27,288.76 ,2234.79 ,2784.49 
2019-02-28,283.80 ,2195.44 ,2696.09 
2019-03-01,283.80 ,2195.44 ,2696.09 
2019-03-02,283.80 ,2195.44 ,2696.09 
2019-03-03,283.80 ,2195.44 ,2696.09 
2019-03-04,282.51 ,2190.66 ,2732.41 
2019-03-05,280.45 ,2179.23 ,2733.47 
2019-03-06,279.85 ,2175.60 ,2740.61 
2019-03-07,278.87 ,2165.79 ,2729.11 
2019-03-08,274.84 ,2137.44 ,2716.36 
2019-03-09,274.84 ,2137.44 ,2716.36 
2019-03-10,274.84 ,2137.44 ,2716.36 
2019-03-11,275.06 ,2138.10 ,2718.81 
2019-03-12,277.73 ,2157.18 ,2744.49 
2019-03-13,276.00 ,2148.41 ,2759.72 
2019-03-14,276.64 ,2155.68 ,2789.67 
2019-03-15,279.87 ,2176.11 ,2774.66 
2019-03-16,279.87 ,2176.11 ,2774.66 
2019-03-17,279.87 ,2176.11 ,2774.66 
2019-03-18,279.93 ,2179.49 ,2795.59 
2019-03-19,279.82 ,2177.62 ,2786.32 
2019-03-20,279.92 ,2177.10 ,2786.99 
2019-03-21,282.38 ,2184.88 ,2758.13 
2019-03-22,283.13 ,2186.95 ,2756.84 
2019-03-23,283.13 ,2186.95 ,2756.84 
2019-03-24,283.13 ,2186.95 ,2756.84 
2019-03-25,277.45 ,2144.86 ,2708.59 
2019-03-26,277.60 ,2148.80 ,2728.56 
2019-03-27,277.28 ,2145.62 ,2725.48 
2019-03-28,275.08 ,2128.10 ,2694.90 
2019-03-29,276.48 ,2140.67 ,2719.34 
2019-03-30,276.48 ,2140.67 ,2719.34 
2019-03-31,276.48 ,2140.67 ,2719.34 
2019-04-01,280.32 ,2168.28 ,2743.58 
2019-04-02,281.72 ,2177.18 ,2746.97 
2019-04-03,285.65 ,2203.27 ,2756.33 
2019-04-04,286.15 ,2206.53 ,2763.87 
2019-04-05,286.68 ,2209.61 ,2763.87 
2019-04-06,286.68 ,2209.61 ,2763.87 
2019-04-07,286.68 ,2209.61 ,2763.87 
2019-04-08,286.38 ,2210.60 ,2784.83 
2019-04-09,286.71 ,2213.56 ,2786.43 
2019-04-10,287.92 ,2224.39 ,2807.98 
2019-04-11,287.42 ,2224.44 ,2839.08 
2019-04-12,288.37 ,2233.45 ,2868.70 
2019-04-13,288.37 ,2233.45 ,2868.70 
2019-04-14,288.37 ,2233.45 ,2868.70 
2019-04-15,289.38 ,2242.88 ,2886.70 
2019-04-16,290.62 ,2248.63 ,2874.53 
2019-04-17,290.33 ,2245.89 ,2860.63 
2019-04-18,285.82 ,2213.77 ,2825.06 
2019-04-19,285.89 ,2216.15 ,2842.84 
2019-04-20,285.89 ,2216.15 ,2842.84 
2019-04-21,285.89 ,2216.15 ,2842.84 
2019-04-22,285.87 ,2216.65 ,2846.43 
2019-04-23,286.47 ,2220.51 ,2844.30 
2019-04-24,283.70 ,2201.03 ,2835.20 
2019-04-25,282.83 ,2190.50 ,2821.28 
2019-04-26,281.34 ,2179.31 ,2807.44 
2019-04-27,281.34 ,2179.31 ,2807.44 
2019-04-28,281.34 ,2179.31 ,2807.44 
2019-04-29,286.79 ,2216.43 ,2829.33 
2019-04-30,284.92 ,2203.59 ,2841.45 
2019-05-01,284.92 ,2203.59 ,2841.45 
2019-05-02,286.12 ,2212.75 ,2851.75 
2019-05-03,283.67 ,2196.32 ,2855.35 
2019-05-04,283.67 ,2196.32 ,2855.35 
2019-05-05,283.67 ,2196.32 ,2855.35 
2019-05-06,283.67 ,2196.32 ,2855.35 
2019-05-07,281.31 ,2176.99 ,2835.09 
2019-05-08,280.15 ,2168.01 ,2833.62 
2019-05-09,271.00 ,2102.01 ,2783.21 
2019-05-10,272.06 ,2108.04 ,2774.92 
2019-05-11,272.06 ,2108.04 ,2774.92 
2019-05-12,272.06 ,2108.04 ,2774.92 
2019-05-13,268.72 ,2079.01 ,2726.08 
2019-05-14,268.57 ,2081.84 ,2747.34 
2019-05-15,269.64 ,2092.78 ,2773.01 
2019-05-16,265.99 ,2067.69 ,2763.49 
2019-05-17,264.35 ,2055.80 ,2756.13 
2019-05-18,264.35 ,2055.80 ,2756.13 
2019-05-19,264.35 ,2055.80 ,2756.13 
2019-05-20,264.96 ,2055.71 ,2738.45 
2019-05-21,266.12 ,2061.25 ,2734.67 
2019-05-22,266.65 ,2064.86 ,2734.30 
2019-05-23,266.38 ,2059.59 ,2706.22 
2019-05-24,264.42 ,2045.31 ,2683.98 
2019-05-25,264.42 ,2045.31 ,2683.98 
2019-05-26,264.42 ,2045.31 ,2683.98 
2019-05-27,264.40 ,2044.21 ,2662.17 
2019-05-28,264.70 ,2048.83 ,2688.20 
2019-05-29,261.37 ,2023.32 ,2658.62 
2019-05-30,263.93 ,2038.80 ,2655.19 
2019-05-31,263.89 ,2041.74 ,2667.42 
2019-06-01,263.89 ,2041.74 ,2667.42 
2019-06-02,263.89 ,2041.74 ,2667.42 
2019-06-03,268.16 ,2067.85 ,2657.12 
2019-06-04,267.66 ,2066.97 ,2671.24 
2019-06-05,267.99 ,2069.11 ,2684.88 
2019-06-06,267.99 ,2069.11 ,2684.88 
2019-06-07,268.27 ,2072.33 ,2710.32 
2019-06-08,268.27 ,2072.33 ,2710.32 
2019-06-09,268.27 ,2072.33 ,2710.32 
2019-06-10,272.10 ,2099.49 ,2728.15 
2019-06-11,273.21 ,2111.81 ,2766.28 
2019-06-12,272.74 ,2108.75 ,2761.81 
2019-06-13,271.13 ,2103.15 ,2777.15 
2019-06-14,270.48 ,2095.41 ,2763.64 
2019-06-15,270.48 ,2095.41 ,2763.64 
2019-06-16,270.48 ,2095.41 ,2763.64 
2019-06-17,270.09 ,2090.73 ,2749.34 
2019-06-18,271.36 ,2098.71 ,2746.53 
2019-06-19,275.31 ,2124.78 ,2760.32 
2019-06-20,276.01 ,2131.29 ,2773.48 
2019-06-21,275.48 ,2125.62 ,2755.56 
2019-06-22,275.48 ,2125.62 ,2755.56 
2019-06-23,275.48 ,2125.62 ,2755.56 
2019-06-24,275.58 ,2126.33 ,2746.64 
2019-06-25,275.28 ,2121.64 ,2723.76 
2019-06-26,275.53 ,2121.85 ,2720.19 
2019-06-27,277.75 ,2134.32 ,2706.72 
2019-06-28,277.50 ,2130.62 ,2696.20 
2019-06-29,277.50 ,2130.62 ,2696.20 
2019-06-30,277.50 ,2130.62 ,2696.20 
2019-07-01,277.27 ,2129.74 ,2698.08 
2019-07-02,275.97 ,2122.02 ,2699.88 
2019-07-03,272.37 ,2096.02 ,2673.33 
2019-07-04,274.54 ,2108.73 ,2668.71 
2019-07-05,274.35 ,2110.59 ,2679.00 
2019-07-06,274.35 ,2110.59 ,2679.00 
2019-07-07,274.35 ,2110.59 ,2679.00 
2019-07-08,268.55 ,2064.17 ,2595.22 
2019-07-09,267.72 ,2052.03 ,2565.18 
2019-07-10,268.75 ,2058.78 ,2584.74 
2019-07-11,271.78 ,2080.58 ,2605.15 
2019-07-12,272.68 ,2086.66 ,2604.73 
2019-07-13,272.68 ,2086.66 ,2604.73 
2019-07-14,272.68 ,2086.66 ,2604.73 
2019-07-15,272.64 ,2082.48 ,2579.49 
2019-07-16,274.05 ,2091.87 ,2586.11 
2019-07-17,271.48 ,2072.92 ,2560.65 
2019-07-18,270.67 ,2066.55 ,2559.35 
2019-07-19,274.55 ,2094.36 ,2584.27 
2019-07-20,274.55 ,2094.36 ,2584.27 
2019-07-21,274.55 ,2094.36 ,2584.27 
2019-07-22,274.55 ,2093.34 ,2585.48 
2019-07-23,275.92 ,2101.45 ,2567.56 
2019-07-24,273.22 ,2082.30 ,2543.23 
2019-07-25,273.04 ,2074.48 ,2511.12 
2019-07-26,272.25 ,2066.26 ,2490.43 
2019-07-27,272.25 ,2066.26 ,2490.43 
2019-07-28,272.25 ,2066.26 ,2490.43 
2019-07-29,267.75 ,2029.48 ,2409.32 
2019-07-30,268.95 ,2038.68 ,2432.12 
2019-07-31,266.34 ,2024.55 ,2439.74 
2019-08-01,265.73 ,2017.34 ,2424.34 
2019-08-02,262.99 ,1998.13 ,2419.36 
2019-08-03,262.99 ,1998.13 ,2419.36 
2019-08-04,262.99 ,1998.13 ,2419.36 
2019-08-05,257.19 ,1946.98 ,2302.96 
2019-08-06,253.41 ,1917.50 ,2262.15 
2019-08-07,252.00 ,1909.71 ,2287.48 
2019-08-08,252.40 ,1920.61 ,2352.29 
2019-08-09,254.85 ,1937.75 ,2361.13 
2019-08-10,254.85 ,1937.75 ,2361.13 
2019-08-11,254.85 ,1937.75 ,2361.13 
2019-08-12,255.35 ,1942.29 ,2376.41 
2019-08-13,252.83 ,1925.83 ,2371.77 
2019-08-14,254.86 ,1938.37 ,2374.99 
2019-08-15,254.86 ,1938.37 ,2374.99 
2019-08-16,253.90 ,1927.17 ,2340.67 
2019-08-17,253.90 ,1927.17 ,2340.67 
2019-08-18,253.90 ,1927.17 ,2340.67 
2019-08-19,255.11 ,1939.90 ,2366.19 
2019-08-20,258.05 ,1960.25 ,2390.88 
2019-08-21,258.38 ,1964.65 ,2408.22 
2019-08-22,256.28 ,1951.01 ,2403.18 
2019-08-23,256.11 ,1948.30 ,2386.93 
2019-08-24,256.11 ,1948.30 ,2386.93 
2019-08-25,256.11 ,1948.30 ,2386.93 
2019-08-26,252.19 ,1916.31 ,2332.49 
2019-08-27,253.50 ,1924.60 ,2339.88 
2019-08-28,255.53 ,1941.09 ,2358.97 
2019-08-29,254.31 ,1933.41 ,2358.71 
2019-08-30,259.00 ,1967.79 ,2389.76 
2019-08-31,259.00 ,1967.79 ,2389.76 
2019-09-01,259.00 ,1967.79 ,2389.76 
2019-09-02,259.08 ,1969.19 ,2396.04 
2019-09-03,258.25 ,1965.69 ,2399.54 
2019-09-04,261.69 ,1988.53 ,2410.80 
2019-09-05,264.44 ,2004.75 ,2420.38 
2019-09-06,265.53 ,2009.13 ,2413.35 
2019-09-07,265.53 ,2009.13 ,2413.35 
2019-09-08,265.53 ,2009.13 ,2413.35 
2019-09-09,267.40 ,2019.55 ,2404.42 
2019-09-10,268.76 ,2032.08 ,2425.03 
2019-09-11,270.84 ,2049.20 ,2445.36 
2019-09-12,270.84 ,2049.20 ,2445.36 
2019-09-13,270.84 ,2049.20 ,2445.36 
2019-09-14,270.84 ,2049.20 ,2445.36 
2019-09-15,270.84 ,2049.20 ,2445.36 
2019-09-16,272.02 ,2062.22 ,2476.26 
2019-09-17,271.68 ,2062.33 ,2483.96 
2019-09-18,273.06 ,2070.73 ,2492.54 
2019-09-19,274.92 ,2080.35 ,2488.90 
2019-09-20,276.44 ,2091.52 ,2490.11 
2019-09-21,276.44 ,2091.52 ,2490.11 
2019-09-22,276.44 ,2091.52 ,2490.11 
2019-09-23,276.65 ,2091.70 ,2490.32 
2019-09-24,277.97 ,2101.04 ,2486.91 
2019-09-25,274.42 ,2073.39 ,2446.23 
2019-09-26,274.89 ,2074.52 ,2444.70 
2019-09-27,271.33 ,2049.93 ,2430.88 
2019-09-28,271.33 ,2049.93 ,2430.88 
2019-09-29,271.33 ,2049.93 ,2430.88 
2019-09-30,273.55 ,2063.05 ,2421.64 
2019-10-01,274.42 ,2072.42 ,2435.53 
2019-10-02,268.55 ,2031.91 ,2415.62 
2019-10-03,268.55 ,2031.91 ,2415.62 
2019-10-04,267.39 ,2020.69 ,2389.47 
2019-10-05,267.39 ,2020.69 ,2389.47 
2019-10-06,267.39 ,2020.69 ,2389.47 
2019-10-07,267.67 ,2021.73 ,2369.01 
2019-10-08,271.36 ,2046.25 ,2380.51 
2019-10-09,271.36 ,2046.25 ,2380.51 
2019-10-10,268.80 ,2028.15 ,2374.33 
2019-10-11,271.30 ,2044.61 ,2384.54 
2019-10-12,271.30 ,2044.61 ,2384.54 
2019-10-13,271.30 ,2044.61 ,2384.54 
2019-10-14,274.23 ,2067.40 ,2418.73 
2019-10-15,274.34 ,2068.17 ,2420.30 
2019-10-16,276.32 ,2082.83 ,2433.85 
2019-10-17,275.57 ,2077.94 ,2422.83 
2019-10-18,272.81 ,2060.69 ,2422.31 
2019-10-19,272.81 ,2060.69 ,2422.31 
2019-10-20,272.81 ,2060.69 ,2422.31 
2019-10-21,273.79 ,2064.84 ,2413.86 
2019-10-22,277.41 ,2088.86 ,2423.03 
2019-10-23,276.23 ,2080.62 ,2409.31 
2019-10-24,276.70 ,2085.66 ,2412.29 
2019-10-25,277.07 ,2087.89 ,2401.28 
2019-10-26,277.07 ,2087.89 ,2401.28 
2019-10-27,277.07 ,2087.89 ,2401.28 
2019-10-28,277.78 ,2093.60 ,2406.32 
2019-10-29,277.55 ,2092.69 ,2410.31 
2019-10-30,275.51 ,2080.27 ,2408.18 
2019-10-31,275.82 ,2083.48 ,2419.90 
2019-11-01,278.43 ,2100.20 ,2430.43 
2019-11-02,278.43 ,2100.20 ,2430.43 
2019-11-03,278.43 ,2100.20 ,2430.43 
2019-11-04,282.54 ,2130.24 ,2460.51 
2019-11-05,284.38 ,2142.64 ,2468.35 
2019-11-06,284.52 ,2144.15 ,2479.82 
2019-11-07,284.37 ,2144.29 ,2477.40 
2019-11-08,283.13 ,2137.23 ,2489.57 
2019-11-09,283.13 ,2137.23 ,2489.57 
2019-11-10,283.13 ,2137.23 ,2489.57 
2019-11-11,280.85 ,2124.09 ,2492.54 
2019-11-12,283.65 ,2140.92 ,2497.41 
2019-11-13,281.28 ,2122.45 ,2488.80 
2019-11-14,283.93 ,2139.23 ,2482.70 
2019-11-15,287.29 ,2162.18 ,2497.28 
2019-11-16,287.29 ,2162.18 ,2497.28 
2019-11-17,287.29 ,2162.18 ,2497.28 
2019-11-18,287.18 ,2160.69 ,2493.49 
2019-11-19,286.23 ,2153.24 ,2489.85 
2019-11-20,282.21 ,2125.32 ,2458.44 
2019-11-21,278.28 ,2096.60 ,2423.48 
2019-11-22,279.43 ,2101.96 ,2420.48 
2019-11-23,279.43 ,2101.96 ,2420.48 
2019-11-24,279.43 ,2101.96 ,2420.48 
2019-11-25,282.19 ,2123.50 ,2444.79 
2019-11-26,281.83 ,2121.35 ,2456.96 
2019-11-27,282.85 ,2127.85 ,2449.98 
2019-11-28,281.23 ,2118.60 ,2444.04 
2019-11-29,276.78 ,2087.96 ,2427.07 
2019-11-30,276.78 ,2087.96 ,2427.07 
2019-12-01,276.78 ,2087.96 ,2427.07 
2019-12-02,277.44 ,2091.92 ,2418.58 
2019-12-03,276.19 ,2084.07 ,2408.10 
2019-12-04,274.15 ,2068.89 ,2389.94 
2019-12-05,273.30 ,2060.74 ,2378.33 
2019-12-06,276.56 ,2081.85 ,2391.68 
2019-12-07,276.56 ,2081.85 ,2391.68 
2019-12-08,276.56 ,2081.85 ,2391.68 
2019-12-09,278.03 ,2088.65 ,2391.12 
2019-12-10,279.31 ,2098.00 ,2396.28 
2019-12-11,280.28 ,2105.62 ,2405.63 
2019-12-12,285.11 ,2137.35 ,2425.45 
2019-12-13,290.11 ,2170.25 ,2445.28 
2019-12-14,290.11 ,2170.25 ,2445.28 
2019-12-15,290.11 ,2170.25 ,2445.28 
2019-12-16,289.76 ,2168.15 ,2446.81 
2019-12-17,294.40 ,2195.68 ,2453.23 
2019-12-18,294.22 ,2194.76 ,2452.08 
2019-12-19,294.31 ,2196.56 ,2454.00 
2019-12-20,295.31 ,2204.18 ,2459.99 
2019-12-21,295.31 ,2204.18 ,2459.99 
2019-12-22,295.31 ,2204.18 ,2459.99 
2019-12-23,294.87 ,2203.71 ,2459.45 
2019-12-24,292.90 ,2190.08 ,2444.46 
2019-12-25,292.90 ,2190.08 ,2444.46 
2019-12-26,294.06 ,2197.93 ,2460.68 
2019-12-27,295.20 ,2204.21 ,2462.67 
2019-12-28,295.20 ,2204.21 ,2462.67 
2019-12-29,295.20 ,2204.21 ,2462.67 
2019-12-30,293.77 ,2197.67 ,2472.27 
2019-12-31,293.77 ,2197.67 ,2472.27 
2020-01-01,293.77 ,2197.67 ,2472.27 
2020-01-02,290.35 ,2175.17 ,2481.12 
2020-01-03,290.74 ,2176.46 ,2482.21 
2020-01-04,290.74 ,2176.46 ,2482.21 
2020-01-05,290.74 ,2176.46 ,2482.21 
2020-01-06,288.43 ,2155.07 ,2441.99 
2020-01-07,291.23 ,2175.54 ,2452.06 
2020-01-08,289.42 ,2151.31 ,2385.79 
2020-01-09,294.41 ,2186.45 ,2429.39 
2020-01-10,297.06 ,2206.39 ,2459.22 
2020-01-11,297.06 ,2206.39 ,2459.22 
2020-01-12,297.06 ,2206.39 ,2459.22 
2020-01-13,300.13 ,2229.26 ,2477.58 
2020-01-14,301.53 ,2238.88 ,2481.11 
2020-01-15,299.74 ,2230.98 ,2496.06 
2020-01-16,302.78 ,2248.05 ,2501.65 
2020-01-17,303.30 ,2250.57 ,2499.18 
2020-01-18,303.30 ,2250.57 ,2499.18 
2020-01-19,303.30 ,2250.57 ,2499.18 
2020-01-20,305.58 ,2262.64 ,2489.53 
2020-01-21,302.11 ,2239.69 ,2477.93 
2020-01-22,306.08 ,2267.25 ,2495.03 
2020-01-23,302.33 ,2246.13 ,2488.61 
2020-01-24,302.33 ,2246.13 ,2488.61 
2020-01-25,302.33 ,2246.13 ,2488.61 
2020-01-26,302.33 ,2246.13 ,2488.61 
2020-01-27,302.33 ,2246.13 ,2488.61 
2020-01-28,292.77 ,2176.72 ,2420.74 
2020-01-29,293.98 ,2185.28 ,2434.03 
2020-01-30,288.37 ,2148.00 ,2400.33 
2020-01-31,284.53 ,2119.01 ,2370.25 
2020-02-01,284.53 ,2119.01 ,2370.25 
2020-02-02,284.53 ,2119.01 ,2370.25 
2020-02-03,285.05 ,2118.88 ,2368.06 
2020-02-04,290.68 ,2157.90 ,2405.46 
2020-02-05,292.02 ,2165.63 ,2412.81 
2020-02-06,300.65 ,2227.94 ,2441.28 
2020-02-07,298.21 ,2211.95 ,2437.60 
2020-02-08,298.21 ,2211.95 ,2437.60 
2020-02-09,298.21 ,2211.95 ,2437.60 
2020-02-10,296.24 ,2201.07 ,2433.13 
2020-02-11,299.28 ,2223.12 ,2448.87 
2020-02-12,301.54 ,2238.38 ,2456.18 
2020-02-13,300.93 ,2232.96 ,2452.78 
2020-02-14,303.01 ,2243.59 ,2452.95 
2020-02-15,303.01 ,2243.59 ,2452.95 
2020-02-16,303.01 ,2243.59 ,2452.95 
2020-02-17,302.76 ,2242.17 ,2449.14 
2020-02-18,297.74 ,2208.88 ,2428.99 
2020-02-19,298.33 ,2210.34 ,2426.17 
2020-02-20,296.65 ,2195.50 ,2410.86 
2020-02-21,292.42 ,2162.84 ,2374.19 
2020-02-22,292.42 ,2162.84 ,2374.19 
2020-02-23,292.42 ,2162.84 ,2374.19 
2020-02-24,281.02 ,2079.04 ,2294.15 
2020-02-25,284.24 ,2103.61 ,2328.16 
2020-02-26,279.94 ,2076.77 ,2321.85 
2020-02-27,277.09 ,2054.89 ,2283.97 
2020-02-28,268.02 ,1987.01 ,2207.47 
2020-02-29,268.02 ,1987.01 ,2207.47 
2020-03-01,268.02 ,1987.01 ,2207.47 
2020-03-02,270.37 ,2002.51 ,2230.62 
2020-03-03,271.56 ,2014.15 ,2264.55 
2020-03-04,278.13 ,2059.33 ,2303.56 
2020-03-05,281.38 ,2085.26 ,2332.05 
2020-03-06,275.10 ,2040.22 ,2296.20 
2020-03-07,275.10 ,2040.22 ,2296.20 
2020-03-08,275.10 ,2040.22 ,2296.20 
2020-03-09,263.11 ,1954.77 ,2199.93 
2020-03-10,264.67 ,1962.93 ,2194.67 
2020-03-11,257.01 ,1908.27 ,2134.02 
2020-03-12,247.62 ,1834.33 ,2025.72 
2020-03-13,240.65 ,1771.44 ,1894.17 
2020-03-14,240.65 ,1771.44 ,1894.17 
2020-03-15,240.65 ,1771.44 ,1894.17 
2020-03-16,232.97 ,1714.86 ,1840.68 
2020-03-17,226.89 ,1672.44 ,1810.27 
2020-03-18,215.83 ,1591.20 ,1729.69 
2020-03-19,199.28 ,1457.64 ,1512.14 
2020-03-20,213.67 ,1566.15 ,1623.89 
2020-03-21,213.67 ,1566.15 ,1623.89 
2020-03-22,213.67 ,1566.15 ,1623.89 
2020-03-23,201.87 ,1482.46 ,1546.98 
2020-03-24,220.34 ,1609.97 ,1622.16 
2020-03-25,232.89 ,1704.76 ,1731.89 
2020-03-26,229.34 ,1686.24 ,1784.51 
2020-03-27,233.79 ,1717.73 ,1830.31 
2020-03-28,233.79 ,1717.73 ,1830.31 
2020-03-29,233.79 ,1717.73 ,1830.31 
2020-03-30,232.45 ,1717.12 ,1895.22 
2020-03-31,236.82 ,1754.64 ,1963.04 
2020-04-01,226.35 ,1685.46 ,1952.88 
2020-04-02,231.84 ,1724.86 ,1974.04 
2020-04-03,231.70 ,1725.44 ,1992.51 
2020-04-04,231.70 ,1725.44 ,1992.51 
2020-04-05,231.70 ,1725.44 ,1992.51 
2020-04-06,240.81 ,1791.88 ,2055.95 
2020-04-07,244.87 ,1823.60 ,2103.25 
2020-04-08,241.89 ,1807.14 ,2116.61 
2020-04-09,245.61 ,1836.21 ,2155.41 
2020-04-10,248.00 ,1860.70 ,2176.68 
2020-04-11,248.00 ,1860.70 ,2176.68 
2020-04-12,248.00 ,1860.70 ,2176.68 
2020-04-13,243.40 ,1825.76 ,2141.86 
2020-04-14,247.45 ,1857.08 ,2183.24 
2020-04-15,247.45 ,1857.08 ,2183.24 
2020-04-16,247.10 ,1857.07 ,2204.92 
2020-04-17,255.02 ,1914.53 ,2269.95 
2020-04-18,255.02 ,1914.53 ,2269.95 
2020-04-19,255.02 ,1914.53 ,2269.95 
2020-04-20,252.14 ,1898.36 ,2270.64 
2020-04-21,249.40 ,1879.38 ,2244.62 
2020-04-22,251.88 ,1896.15 ,2259.68 
2020-04-23,253.74 ,1914.73 ,2288.46 
2020-04-24,250.28 ,1889.01 ,2273.47 
2020-04-25,250.28 ,1889.01 ,2273.47 
2020-04-26,250.28 ,1889.01 ,2273.47 
2020-04-27,254.84 ,1922.77 ,2306.94 
2020-04-28,256.39 ,1934.09 ,2312.13 
2020-04-29,258.15 ,1947.56 ,2327.17 
2020-04-30,258.15 ,1947.56 ,2327.17 
2020-05-01,258.15 ,1947.56 ,2327.17 
2020-05-02,258.15 ,1947.56 ,2327.17 
2020-05-03,258.15 ,1947.56 ,2327.17 
2020-05-04,250.60 ,1895.37 ,2321.39 
2020-05-05,250.60 ,1895.37 ,2321.39 
2020-05-06,255.00 ,1928.76 ,2356.23 
2020-05-07,254.46 ,1928.61 ,2384.35 
2020-05-08,256.62 ,1945.82 ,2405.45 
2020-05-09,256.62 ,1945.82 ,2405.45 
2020-05-10,256.62 ,1945.82 ,2405.45 
2020-05-11,254.95 ,1935.40 ,2414.07 
2020-05-12,253.37 ,1922.17 ,2395.54 
2020-05-13,255.85 ,1940.42 ,2395.36 
2020-05-14,253.65 ,1924.96 ,2377.37 
2020-05-15,253.79 ,1927.28 ,2392.57 
2020-05-16,253.79 ,1927.28 ,2392.57 
2020-05-17,253.79 ,1927.28 ,2392.57 
2020-05-18,255.44 ,1937.11 ,2394.85 
2020-05-19,261.79 ,1980.61 ,2414.78 
2020-05-20,262.72 ,1989.64 ,2444.94 
2020-05-21,263.74 ,1998.31 ,2455.04 
2020-05-22,259.62 ,1970.13 ,2435.74 
2020-05-23,259.62 ,1970.13 ,2435.74 
2020-05-24,259.62 ,1970.13 ,2435.74 
2020-05-25,262.76 ,1994.60 ,2457.61 
2020-05-26,267.31 ,2029.78 ,2497.31 
2020-05-27,267.64 ,2031.20 ,2504.67 
2020-05-28,268.29 ,2028.54 ,2478.49 
2020-05-29,268.32 ,2029.60 ,2477.22 
2020-05-30,268.32 ,2029.60 ,2477.22 
2020-05-31,268.32 ,2029.60 ,2477.22 
2020-06-01,273.19 ,2065.08 ,2516.48 
